Bulbasaur,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
5,1,14,15,20.5,1499,128,0.994
6,1,14,14,20.5,1495,128,0.994
7,2,13,14,20.5,1498,128,0.9926
8,1,15,13,20.5,1496,127,0.9922
9,1,15,12,20.5,1493,127,0.9922
10,0,13,8,21,1499,126,0.9918
11,3,12,14,20.5,1500,128,0.991
12,2,14,13,20.5,1499,127,0.9908
13,2,14,12,20.5,1495,127,0.9908
14,0,9,13,21,1498,129,0.9908
15,0,14,7,21,1500,125,0.9899
16,0,14,15,20.5,1492,128,0.9895
17,0,14,14,20.5,1489,128,0.9895
18,3,13,12,20.5,1498,127,0.9893
19,0,10,12,21,1499,128,0.9892
20,2,15,11,20.5,1496,126,0.9889
4096,14,0,0,20.5,1465,119,0.8966
,,,,,,,
Elgyem,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1385,127,1
2,14,15,15,40,1376,127,0.9939
3,15,15,14,40,1380,126,0.9921
4,15,14,15,40,1379,127,0.9913
5,13,15,15,40,1368,127,0.9877
6,14,15,14,40,1372,126,0.986
7,14,14,15,40,1370,127,0.9852
8,15,15,15,39.5,1375,126,0.985
9,15,15,13,40,1376,125,0.9843
10,15,14,14,40,1374,126,0.9835
11,15,13,15,40,1373,127,0.9826
12,12,15,15,40,1359,127,0.9816
13,13,15,14,40,1364,126,0.98
14,13,14,15,40,1362,127,0.9791
15,14,15,15,39.5,1366,126,0.979
16,14,15,13,40,1368,125,0.9782
17,15,15,15,39,1365,126,0.978
18,14,14,14,40,1366,126,0.9775
19,15,15,14,39.5,1371,125,0.9772
20,15,15,13,39.5,1366,125,0.9772
4096,0,0,0,40,1116,115,0.7149
,,,,,,,
Beheeyem,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,13,20.5,1498,117,1
2,4,15,15,20,1499,117,0.9989
3,1,13,13,20.5,1500,117,0.9988
4,0,12,15,20.5,1497,118,0.9972
5,0,15,12,20.5,1498,116,0.9971
6,0,15,11,20.5,1494,116,0.9971
7,1,14,12,20.5,1500,116,0.9959
8,1,14,11,20.5,1497,116,0.9959
9,1,11,15,20.5,1499,118,0.9959
10,2,13,11,20.5,1499,116,0.9948
11,3,15,15,20,1493,117,0.9944
12,0,13,14,20.5,1497,117,0.9944
13,0,13,13,20.5,1493,117,0.9944
14,4,14,15,20,1495,117,0.9933
15,1,12,14,20.5,1500,117,0.9932
16,1,12,13,20.5,1496,117,0.9932
17,1,15,10,20.5,1497,115,0.9929
18,0,7,12,21,1500,118,0.9923
19,5,13,15,20,1498,117,0.9921
20,2,11,13,20.5,1498,117,0.9919
4096,15,2,3,20,1467,109,0.9048
,,,,,,,
Litwick,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1006,120,1
2,14,15,15,40,998,120,0.9919
3,15,15,14,40,1003,119,0.9917
4,15,14,15,40,1002,120,0.9912
5,15,15,15,39.5,999,119,0.9846
6,13,15,15,40,990,120,0.9837
7,14,15,14,40,995,119,0.9836
8,15,15,13,40,1000,118,0.9833
9,14,14,15,40,994,120,0.9831
10,15,14,14,40,999,119,0.9829
11,15,13,15,40,997,120,0.9823
12,15,15,15,39,992,119,0.9775
13,14,15,15,39.5,991,119,0.9766
14,15,15,14,39.5,996,118,0.9763
15,15,15,13,39.5,993,118,0.9763
16,15,14,15,39.5,995,119,0.9759
17,12,15,15,40,982,120,0.9756
18,13,15,14,40,987,119,0.9755
19,14,15,13,40,992,118,0.9753
20,13,14,15,40,986,120,0.975
4096,0,0,0,40,781,108,0.6853
,,,,,,,
Lampent,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,37,1497,130,1
2,0,14,15,37,1496,131,0.9999
3,0,15,12,37.5,1499,129,0.9997
4,0,14,13,37.5,1498,130,0.9997
5,0,13,14,37.5,1497,131,0.9996
6,0,14,11,38,1500,129,0.9994
7,0,13,12,38,1499,130,0.9993
8,0,11,15,38,1500,132,0.9988
9,1,15,15,36.5,1499,130,0.9984
10,1,15,14,36.5,1495,130,0.9984
11,1,15,12,37,1497,129,0.9982
12,1,14,14,37,1500,130,0.9982
13,1,13,15,37,1499,131,0.9981
14,1,15,10,37.5,1499,128,0.9978
15,1,12,14,37.5,1499,131,0.9976
16,2,15,15,36,1497,130,0.9967
17,2,15,13,36.5,1499,129,0.9966
18,2,14,14,36.5,1498,130,0.9966
19,2,14,12,37,1500,129,0.9963
20,3,14,15,36,1499,130,0.9949
4096,0,0,0,40,1409,122,0.8673
,,,,,,,
Chandelure,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,14,17,1500,93,1
2,0,14,15,17,1500,93,0.9949
3,0,14,14,17,1496,93,0.9949
4,1,13,14,17,1497,93,0.9935
5,2,12,14,17,1499,93,0.992
6,0,13,15,17,1496,93,0.9898
7,0,13,14,17,1492,93,0.9898
8,0,15,13,17,1495,92,0.9892
9,1,12,15,17,1498,93,0.9884
10,1,12,14,17,1494,93,0.9884
11,1,14,13,17,1497,92,0.9879
12,0,3,15,17.5,1500,95,0.9875
13,2,11,15,17,1500,93,0.9869
14,2,11,14,17,1495,93,0.9869
15,2,13,13,17,1499,92,0.9864
16,2,15,11,17,1497,91,0.9857
17,3,10,14,17,1497,93,0.9854
18,3,12,13,17,1500,92,0.985
19,7,15,15,16.5,1498,92,0.985
20,0,12,15,17,1493,93,0.9848
4096,15,0,1,17,1461,85,0.8911
,,,,,,,
Axew,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1368,114,1
2,14,15,15,40,1360,114,0.9941
3,15,15,15,39.5,1359,114,0.9929
4,15,14,15,40,1363,114,0.9914
5,15,15,14,40,1364,113,0.9912
6,15,15,13,40,1359,113,0.9912
7,13,15,15,40,1352,114,0.9882
8,14,15,15,39.5,1351,114,0.987
9,14,14,15,40,1354,114,0.9855
10,14,15,14,40,1356,113,0.9854
11,14,15,13,40,1351,113,0.9854
12,15,14,15,39.5,1353,114,0.9843
13,15,15,14,39.5,1354,113,0.9842
14,15,13,15,40,1357,114,0.9828
15,15,14,14,40,1358,113,0.9827
16,15,14,13,40,1353,113,0.9827
17,15,15,12,40,1354,112,0.9825
18,12,15,15,40,1344,114,0.9822
19,13,15,15,39.5,1343,114,0.9811
20,13,14,15,40,1346,114,0.9796
4096,0,0,0,40,1102,102,0.7099
,,,,,,,
Fraxure,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,13,25.5,1500,120,1
2,1,15,15,25,1497,120,0.9995
3,0,15,10,25.5,1499,118,0.9978
4,2,14,15,25,1499,120,0.9969
5,2,15,14,25,1500,119,0.9958
6,1,14,10,25.5,1500,118,0.9952
7,0,15,15,25,1490,120,0.9948
8,3,13,15,25,1500,120,0.9943
9,0,11,15,25.5,1498,121,0.9935
10,0,12,14,25.5,1499,120,0.9926
11,0,12,13,25.5,1495,120,0.9926
12,1,14,15,25,1492,120,0.9923
13,3,15,12,25,1499,118,0.9921
14,0,13,12,25.5,1496,119,0.9917
15,1,15,14,25,1493,119,0.9912
16,1,10,15,25.5,1499,121,0.9907
17,0,14,11,25.5,1498,118,0.9906
18,0,14,10,25.5,1493,118,0.9906
19,2,15,7,25.5,1500,116,0.9901
20,1,11,13,25.5,1496,120,0.9899
4096,15,0,1,25.5,1476,111,0.8958
,,,,,,,
Haxorus,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,13,15.5,1499,103,1
2,0,12,15,15.5,1499,104,0.9989
3,1,11,15,15.5,1500,104,0.9969
4,0,15,12,15.5,1500,102,0.9956
5,0,15,11,15.5,1496,102,0.9956
6,0,13,14,15.5,1499,103,0.9946
7,0,13,13,15.5,1495,103,0.9946
8,1,14,11,15.5,1497,102,0.9938
9,0,11,15,15.5,1495,104,0.9934
10,1,12,14,15.5,1500,103,0.9927
11,1,12,13,15.5,1497,103,0.9927
12,2,13,11,15.5,1498,102,0.9919
13,1,10,15,15.5,1496,104,0.9915
14,2,11,13,15.5,1498,103,0.9908
15,0,14,12,15.5,1496,102,0.9903
16,0,14,11,15.5,1492,102,0.9903
17,3,12,11,15.5,1499,102,0.99
18,2,9,15,15.5,1497,104,0.9895
19,1,15,10,15.5,1497,101,0.9893
20,0,12,14,15.5,1495,103,0.9892
4096,12,0,1,15.5,1456,96,0.8983
,,,,,,,
Cubchoo,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1069,127,1
2,14,15,15,40,1061,127,0.993
3,15,15,14,40,1065,126,0.9921
4,15,14,15,40,1063,127,0.9888
5,13,15,15,40,1054,127,0.986
6,14,15,14,40,1058,126,0.9852
7,15,15,15,39.5,1061,126,0.985
8,15,15,13,40,1062,125,0.9843
9,14,14,15,40,1055,127,0.9818
10,15,14,14,40,1059,126,0.981
11,12,15,15,40,1046,127,0.979
12,13,15,14,40,1050,126,0.9783
13,14,15,15,39.5,1054,126,0.9782
14,15,15,15,39,1053,126,0.978
15,15,13,15,40,1057,127,0.9775
16,14,15,13,40,1055,125,0.9774
17,15,15,14,39.5,1058,125,0.9772
18,15,15,13,39.5,1054,125,0.9772
19,15,15,12,40,1059,124,0.9764
20,15,15,11,40,1055,124,0.9764
4096,0,0,0,40,830,115,0.6739
,,,,,,,
Beartic,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,12,18.5,1500,131,1
2,0,13,14,18.5,1498,132,0.9956
3,0,14,13,18.5,1499,131,0.994
4,0,14,12,18.5,1496,131,0.994
5,1,12,14,18.5,1500,132,0.9938
6,0,15,11,18.5,1497,130,0.9924
7,1,13,12,18.5,1498,131,0.9923
8,1,14,11,18.5,1499,130,0.9907
9,2,12,12,18.5,1500,131,0.9905
10,0,12,15,18.5,1497,132,0.9895
11,0,12,14,18.5,1493,132,0.9895
12,1,15,10,18.5,1500,129,0.989
13,1,15,9,18.5,1497,129,0.989
14,0,13,13,18.5,1495,131,0.988
15,0,13,12,18.5,1491,131,0.988
16,1,11,15,18.5,1498,132,0.9877
17,1,11,14,18.5,1495,132,0.9877
18,2,14,9,18.5,1499,129,0.9872
19,0,14,11,18.5,1493,130,0.9864
20,5,15,14,18,1498,130,0.9863
4096,15,3,1,18,1460,122,0.8952
,,,,,,,
Cryogonal,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,11,20.5,1500,121,1
2,0,12,12,20.5,1498,122,0.9996
3,0,10,14,20.5,1498,123,0.999
4,2,15,15,20,1497,122,0.9983
5,1,10,12,20.5,1499,122,0.9961
6,0,15,10,20.5,1500,120,0.996
7,0,15,9,20.5,1496,120,0.996
8,0,13,11,20.5,1497,121,0.9957
9,1,8,14,20.5,1500,123,0.9955
10,3,15,13,20,1498,121,0.9953
11,0,11,13,20.5,1498,122,0.9952
12,0,11,12,20.5,1494,122,0.9952
13,3,13,15,20,1498,122,0.9949
14,0,9,15,20.5,1499,123,0.9946
15,0,9,14,20.5,1495,123,0.9946
16,2,14,15,20,1494,122,0.994
17,1,15,15,20,1489,122,0.9931
18,1,15,8,20.5,1500,119,0.9929
19,1,15,7,20.5,1496,119,0.9929
20,1,13,9,20.5,1498,120,0.9927
4096,15,1,3,19.5,1466,113,0.9048
,,,,,,,
Shelmet,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,834,120,1
2,15,14,15,40,831,120,0.9935
3,15,15,14,40,831,119,0.9917
4,14,15,15,40,824,120,0.9885
5,15,13,15,40,828,120,0.9871
6,15,14,14,40,828,119,0.9853
7,15,15,15,39.5,828,119,0.9846
8,15,15,13,40,828,118,0.9833
9,14,14,15,40,821,120,0.9821
10,15,12,15,40,825,120,0.9806
11,14,15,14,40,821,119,0.9803
12,15,13,14,40,825,119,0.9789
13,15,14,15,39.5,825,119,0.9782
14,15,15,15,39,822,119,0.9775
15,13,15,15,40,814,120,0.977
16,15,14,13,40,825,118,0.977
17,15,15,14,39.5,825,118,0.9763
18,15,15,13,39.5,822,118,0.9763
19,14,13,15,40,819,120,0.9758
20,15,15,12,40,825,117,0.975
4096,0,0,0,40,622,108,0.6727
,,,,,,,
Accelgor,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,14,15,23,1496,131,1
2,0,15,14,23,1498,130,0.9998
3,0,15,13,23,1494,130,0.9998
4,1,13,15,23,1497,131,0.997
5,1,14,14,23,1499,130,0.9969
6,1,14,13,23,1496,130,0.9969
7,1,15,12,23,1497,129,0.9966
8,2,12,15,23,1498,131,0.994
9,2,13,14,23,1500,130,0.9939
10,2,13,13,23,1497,130,0.9939
11,2,14,12,23,1499,129,0.9937
12,2,15,11,23,1500,128,0.9933
13,2,15,10,23,1497,128,0.9933
14,5,15,14,22.5,1499,129,0.9926
15,0,13,15,23,1490,131,0.9925
16,0,14,14,23,1492,130,0.9924
17,0,14,13,23,1489,130,0.9924
18,0,15,12,23,1491,129,0.9921
19,0,11,12,23.5,1500,130,0.9912
20,0,11,11,23.5,1497,130,0.9912
4096,14,0,5,23,1469,124,0.9016
,,,,,,,
Stunfisk,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,12,15,27,1498,177,1
2,0,13,14,27,1499,176,0.9998
3,0,15,11,27,1499,174,0.9992
4,1,10,15,27,1500,177,0.9959
5,2,14,15,26.5,1499,175,0.9946
6,1,15,8,27,1500,172,0.9945
7,0,11,15,27,1494,177,0.9945
8,0,12,14,27,1495,176,0.9944
9,2,15,14,26.5,1500,174,0.9943
10,0,13,13,27,1497,175,0.9941
11,0,14,12,27,1498,174,0.9938
12,0,14,11,27,1495,174,0.9938
13,0,15,10,27,1496,173,0.9934
14,1,15,15,26.5,1493,175,0.9931
15,0,7,13,27.5,1499,177,0.9907
16,0,8,12,27.5,1500,176,0.9906
17,0,9,10,27.5,1499,175,0.9905
18,1,9,15,27,1496,177,0.9904
19,1,10,14,27,1498,176,0.9903
20,0,10,9,27.5,1500,174,0.9903
4096,15,2,0,25.5,1474,161,0.8967
,,,,,,,
Mienfoo,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1389,113,1
2,14,15,15,40,1381,113,0.9943
3,15,14,15,40,1383,113,0.9912
4,15,15,14,40,1384,112,0.9912
5,13,15,15,40,1373,113,0.9886
6,14,15,14,40,1376,112,0.9855
7,14,14,15,40,1375,113,0.9855
8,15,15,15,39.5,1379,112,0.9841
9,12,15,15,40,1365,113,0.9829
10,15,14,14,40,1378,112,0.9824
11,15,13,15,40,1377,113,0.9823
12,15,15,13,40,1379,111,0.9823
13,13,15,14,40,1368,112,0.9798
14,13,14,15,40,1367,113,0.9798
15,14,15,15,39.5,1371,112,0.9785
16,11,15,15,40,1357,113,0.9771
17,15,15,15,39,1369,112,0.977
18,14,14,14,40,1370,112,0.9768
19,14,15,13,40,1371,111,0.9767
20,14,13,15,40,1369,113,0.9767
4096,0,0,0,40,1119,101,0.7087
,,,,,,,
Mienshao,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,20.5,1500,107,1
2,0,15,14,20.5,1496,107,1
3,1,14,15,20.5,1500,107,0.9968
4,1,14,14,20.5,1496,107,0.9968
5,1,15,13,20.5,1497,106,0.9945
6,2,13,14,20.5,1497,107,0.9936
7,0,14,15,20.5,1495,107,0.993
8,0,14,14,20.5,1490,107,0.993
9,3,15,11,20.5,1500,105,0.9927
10,2,14,13,20.5,1498,106,0.9913
11,0,13,9,21,1500,105,0.9911
12,0,15,13,20.5,1492,106,0.9907
13,0,9,14,21,1500,108,0.9903
14,3,12,14,20.5,1497,107,0.9903
15,1,13,15,20.5,1495,107,0.9897
16,1,13,14,20.5,1491,107,0.9897
17,6,15,15,20,1497,106,0.989
18,2,15,12,20.5,1499,105,0.9889
19,2,15,11,20.5,1495,105,0.9889
20,0,14,7,21,1496,104,0.9887
4096,14,0,0,21,1466,99,0.8937
,,,,,,,
Druddigon,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,20.5,1495,120,1
2,1,14,15,20.5,1497,120,0.9993
3,2,13,15,20.5,1500,120,0.9985
4,0,13,9,21,1500,118,0.9965
5,1,15,14,20.5,1498,119,0.9963
6,1,15,13,20.5,1494,119,0.9963
7,2,14,13,20.5,1497,119,0.9956
8,3,13,13,20.5,1500,119,0.9948
9,0,14,15,20.5,1490,120,0.9946
10,0,11,11,21,1499,119,0.9939
11,0,8,14,21,1498,121,0.9939
12,1,13,15,20.5,1493,120,0.9938
13,0,14,8,21,1500,117,0.9934
14,2,12,15,20.5,1496,120,0.993
15,2,15,12,20.5,1497,118,0.9926
16,3,11,15,20.5,1499,120,0.9922
17,3,14,12,20.5,1500,118,0.9918
18,0,15,14,20.5,1491,119,0.9917
19,0,15,13,20.5,1487,119,0.9917
20,0,9,13,21,1498,120,0.9912
4096,13,0,1,20.5,1466,111,0.9019
,,,,,,,
Golett,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1189,132,1
2,14,15,15,40,1180,132,0.993
3,15,15,15,39.5,1180,132,0.9929
4,15,15,14,40,1185,131,0.9924
5,15,15,13,40,1182,131,0.9924
6,15,14,15,40,1183,132,0.9907
7,13,15,15,40,1172,132,0.9859
8,14,15,15,39.5,1172,132,0.9859
9,14,15,14,40,1177,131,0.9854
10,14,15,13,40,1173,131,0.9854
11,15,15,14,39.5,1177,131,0.9853
12,15,15,12,40,1178,130,0.9848
13,14,14,15,40,1175,132,0.9837
14,15,14,15,39.5,1175,132,0.9836
15,15,14,14,40,1180,131,0.9831
16,15,14,13,40,1176,131,0.9831
17,15,13,15,40,1177,132,0.9813
18,13,15,15,39.5,1163,132,0.9789
19,12,15,15,40,1163,132,0.9789
20,13,15,14,40,1168,131,0.9784
4096,0,0,0,40,941,120,0.6991
,,,,,,,
Golurk,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,2,15,14,19.5,1499,129,1
2,0,12,11,20,1500,129,0.9984
3,3,15,12,19.5,1499,128,0.9967
4,0,9,15,20,1500,131,0.9956
5,1,15,15,19.5,1496,129,0.9955
6,1,15,14,19.5,1492,129,0.9955
7,0,14,8,20,1498,127,0.9948
8,2,14,15,19.5,1498,129,0.9941
9,2,14,14,19.5,1495,129,0.9941
10,0,10,13,20,1498,130,0.994
11,0,15,7,20,1499,126,0.9928
12,0,15,6,20,1496,126,0.9928
13,3,13,15,19.5,1500,129,0.9926
14,3,13,14,19.5,1497,129,0.9926
15,1,9,13,20,1500,130,0.9924
16,0,11,12,20,1499,129,0.9924
17,0,11,11,20,1495,129,0.9924
18,2,15,13,19.5,1496,128,0.9922
19,2,15,12,19.5,1492,128,0.9922
20,1,14,6,20,1498,126,0.9914
4096,15,0,0,19.5,1465,120,0.8969
,,,,,,,
Pawniard,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1433,113,1
2,14,15,15,40,1425,113,0.9941
3,15,14,15,40,1428,113,0.9922
4,15,15,14,40,1428,112,0.9912
5,13,15,15,40,1416,113,0.9882
6,14,14,15,40,1419,113,0.9864
7,14,15,14,40,1420,112,0.9853
8,15,13,15,40,1422,113,0.9845
9,15,15,15,39.5,1423,112,0.9841
10,15,14,14,40,1423,112,0.9835
11,15,15,13,40,1423,111,0.9823
12,12,15,15,40,1408,113,0.9822
13,13,14,15,40,1411,113,0.9805
14,13,15,14,40,1411,112,0.9794
15,14,13,15,40,1414,113,0.9787
16,14,15,15,39.5,1414,112,0.9783
17,14,14,14,40,1414,112,0.9776
18,15,15,15,39,1413,112,0.977
19,15,12,15,40,1416,113,0.9767
20,14,15,13,40,1415,111,0.9765
4096,0,0,0,40,1161,101,0.7198
,,,,,,,
Bisharp,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,15,19.5,1494,105,1
2,2,14,15,19.5,1497,105,0.999
3,3,13,15,19.5,1499,105,0.998
4,0,15,15,19.5,1488,105,0.9957
5,1,14,15,19.5,1491,105,0.9948
6,2,15,14,19.5,1497,104,0.9947
7,0,10,13,20,1498,105,0.9945
8,2,13,15,19.5,1493,105,0.9938
9,3,14,14,19.5,1499,104,0.9937
10,1,9,13,20,1500,105,0.9934
11,0,8,15,20,1498,106,0.9932
12,3,12,15,19.5,1495,105,0.9927
13,0,15,9,20,1500,102,0.9921
14,0,15,8,20,1496,102,0.9921
15,1,7,15,20,1500,106,0.992
16,4,11,15,19.5,1498,105,0.9917
17,0,13,10,20,1497,103,0.9913
18,1,14,8,20,1498,102,0.9911
19,5,10,15,19.5,1500,105,0.9905
20,0,14,15,19.5,1484,105,0.9905
4096,15,1,1,19.5,1464,96,0.8982
,,,,,,,
Bouffalant,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,11,20.5,1500,137,1
2,0,10,14,20.5,1498,139,0.999
3,0,14,9,20.5,1497,136,0.9978
4,0,11,13,20.5,1499,138,0.997
5,2,15,15,20,1499,137,0.9957
6,2,15,14,20,1496,137,0.9957
7,3,14,14,20,1500,137,0.9957
8,0,15,8,20.5,1498,135,0.9955
9,0,12,12,20.5,1500,137,0.9949
10,0,12,11,20.5,1496,137,0.9949
11,1,11,11,20.5,1500,137,0.9948
12,0,9,15,20.5,1498,139,0.9938
13,0,9,14,20.5,1495,139,0.9938
14,1,8,14,20.5,1498,139,0.9937
15,3,15,13,20,1500,136,0.9935
16,3,15,12,20,1497,136,0.9935
17,1,15,6,20.5,1499,134,0.9932
18,0,13,10,20.5,1497,136,0.9927
19,0,13,9,20.5,1494,136,0.9927
20,1,12,9,20.5,1497,136,0.9927
4096,15,2,2,19.5,1463,128,0.9031
,,,,,,,
Rufflet,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1491,147,1
2,14,15,15,40,1482,147,0.9939
3,15,15,14,40,1487,146,0.9932
4,15,15,13,40,1483,146,0.9932
5,15,15,15,39.5,1480,147,0.9929
6,15,14,15,40,1484,147,0.9911
7,13,15,15,40,1473,147,0.9879
8,14,15,14,40,1478,146,0.9872
9,14,15,13,40,1474,146,0.9872
10,14,15,15,39.5,1471,147,0.9868
11,15,15,12,40,1479,145,0.9864
12,15,15,14,39.5,1476,146,0.9861
13,14,14,15,40,1475,147,0.9851
14,15,14,14,40,1480,146,0.9843
15,15,14,13,40,1476,146,0.9843
16,15,14,15,39.5,1474,147,0.984
17,15,13,15,40,1478,147,0.9821
18,12,15,15,40,1464,147,0.9818
19,13,15,14,40,1469,146,0.9812
20,13,15,13,40,1465,146,0.9812
4096,0,0,0,40,1210,135,0.7231
,,,,,,,
Braviary,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,15,18,1498,136,1
2,2,14,15,18,1500,136,0.9983
3,0,15,15,18,1491,136,0.9957
4,1,14,15,18,1493,136,0.994
5,0,10,12,18.5,1500,136,0.9927
6,1,15,14,18,1495,135,0.9926
7,2,13,15,18,1495,136,0.9923
8,0,11,10,18.5,1498,135,0.9915
9,2,14,14,18,1497,135,0.9909
10,3,12,15,18,1497,136,0.9905
11,0,12,9,18.5,1500,134,0.9902
12,1,15,3,18.5,1500,131,0.99
13,0,14,15,18,1487,136,0.9897
14,1,10,10,18.5,1500,135,0.9897
15,2,15,13,18,1498,134,0.9895
16,2,15,12,18,1495,134,0.9895
17,3,13,14,18,1498,135,0.9892
18,0,13,7,18.5,1498,133,0.9888
19,4,11,15,18,1499,136,0.9886
20,0,15,14,18,1488,135,0.9884
4096,14,0,0,18,1461,127,0.8974
,,,,,,,
Vullaby,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,15,15,15,40,1271,147,1
2,15,14,15,40,1267,147,0.9935
3,15,15,14,40,1268,146,0.9932
4,15,15,13,40,1265,146,0.9932
5,15,15,15,39.5,1262,147,0.9929
6,14,15,15,40,1261,147,0.9917
7,15,13,15,40,1263,147,0.987
8,15,14,14,40,1264,146,0.9867
9,15,14,13,40,1260,146,0.9867
10,15,14,15,39.5,1258,147,0.9864
11,15,15,12,40,1261,145,0.9864
12,15,15,14,39.5,1259,146,0.9861
13,14,14,15,40,1257,147,0.9852
14,14,15,14,40,1257,146,0.9849
15,14,15,13,40,1254,146,0.9849
16,14,15,15,39.5,1252,147,0.9846
17,13,15,15,40,1250,147,0.9833
18,15,12,15,40,1259,147,0.9805
19,15,13,14,40,1260,146,0.9803
20,15,13,13,40,1256,146,0.9803
4096,0,0,0,40,1014,135,0.7253
,,,,,,,
Mandibuzz,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,13,15,27.5,1498,180,1
2,0,14,14,27.5,1498,179,0.999
3,0,15,13,27.5,1499,178,0.998
4,0,12,15,27.5,1495,180,0.9954
5,2,15,15,27,1500,178,0.995
6,0,13,14,27.5,1495,179,0.9944
7,1,10,15,27.5,1499,180,0.9939
8,0,14,13,27.5,1496,178,0.9934
9,0,10,10,28,1500,178,0.993
10,1,11,14,27.5,1500,179,0.993
11,0,15,12,27.5,1496,177,0.9924
12,0,15,11,27.5,1493,177,0.9924
13,0,11,9,28,1500,177,0.992
14,1,12,13,27.5,1500,178,0.992
15,0,12,7,28,1498,176,0.991
16,1,13,11,27.5,1498,177,0.991
17,0,11,15,27.5,1491,180,0.9908
18,2,14,15,27,1497,178,0.9905
19,0,7,13,28,1498,180,0.9902
20,0,13,6,28,1498,175,0.9899
4096,15,3,1,25.5,1473,163,0.8943
,,,,,,,
Heatmor,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,0,15,15,23.5,1498,137,1
2,0,15,14,23.5,1494,137,1
3,1,14,15,23.5,1500,137,0.9979
4,1,14,14,23.5,1496,137,0.9979
5,1,15,13,23.5,1498,136,0.9976
6,2,13,14,23.5,1498,137,0.9958
7,2,14,13,23.5,1500,136,0.9955
8,2,15,11,23.5,1498,135,0.9951
9,3,12,14,23.5,1500,137,0.9936
10,0,14,15,23.5,1493,137,0.9931
11,0,14,14,23.5,1489,137,0.9931
12,0,9,15,24,1497,139,0.993
13,0,10,14,24,1499,138,0.993
14,0,10,13,24,1496,138,0.993
15,3,14,11,23.5,1500,135,0.9929
16,0,11,12,24,1498,137,0.9929
17,0,12,11,24,1499,136,0.9927
18,0,12,10,24,1496,136,0.9927
19,0,15,13,23.5,1491,136,0.9927
20,3,15,9,23.5,1498,134,0.9925
4096,15,0,1,23.5,1471,128,0.8985
,,,,,,,
Durant,,,,,,,
Rank,Attack IV,Defense IV,Stamina IV,Level,CP,HP,Normalized Stat Product
1,1,15,15,21,1499,101,1
2,1,15,14,21,1495,101,1
3,2,14,14,21,1498,101,0.9996
4,0,15,9,21.5,1500,99,0.9989
5,0,9,14,21.5,1500,102,0.9988
6,0,15,15,21,1492,101,0.9954
